,team,season,player,offense_snaps,team_snaps,offense_snap_percentage
349,ATL,2021,Josh Rosen,26.0,1023.0,0.02541544477028348
350,ATL,2021,Keith Smith,21.0,1023.0,0.020527859237536656
351,ATL,2021,Kyle Pitts,774.0,1023.0,0.7565982404692082
352,ATL,2021,Lee Smith,311.0,1023.0,0.3040078201368524
353,ATL,2021,Marvin Hall,17.0,1023.0,0.016617790811339198
354,ATL,2021,Matt Ryan,1023.0,1023.0,1.0
355,ATL,2021,Mike Davis,594.0,1023.0,0.5806451612903226
356,ATL,2021,Olamide Zaccheaus,610.0,1023.0,0.5962854349951124
357,ATL,2021,Parker Hesse,123.0,1023.0,0.12023460410557185
358,ATL,2021,Qadree Ollison,70.0,1023.0,0.06842619745845552
359,ATL,2021,Russell Gage,612.0,1023.0,0.5982404692082112
360,ATL,2021,Tajae Sharpe,510.0,1023.0,0.49853372434017595
361,ATL,2021,Wayne Gallman,46.0,1023.0,0.044965786901270774
362,ATL,2022,Anthony Firkser,149.0,1047.0,0.14231136580706782
363,ATL,2022,Avery Williams,141.0,1047.0,0.1346704871060172
364,ATL,2022,Bryan Edwards,91.0,1047.0,0.08691499522445081
365,ATL,2022,Caleb Huntley,120.0,1047.0,0.11461318051575932
366,ATL,2022,Cordarrelle Patterson,382.0,1047.0,0.3648519579751671
367,ATL,2022,Damien Williams,10.0,1047.0,0.009551098376313277
368,ATL,2022,Damiere Byrd,312.0,1047.0,0.2979942693409742
369,ATL,2022,Desmond Ridder,271.0,1047.0,0.2588347659980898
370,ATL,2022,Drake London,819.0,1047.0,0.7822349570200573
371,ATL,2022,Feleipe Franks,54.0,1047.0,0.05157593123209169
372,ATL,2022,Frank Darby,54.0,1047.0,0.05157593123209169
373,ATL,2022,Jared Bernhardt,9.0,1047.0,0.008595988538681949
374,ATL,2022,Josh Ali,14.0,1047.0,0.013371537726838587
375,ATL,2022,KhaDarel Hodge,199.0,1047.0,0.19006685768863418
376,ATL,2022,Kyle Pitts,434.0,1047.0,0.4145176695319962
377,ATL,2022,Logan Woodside,4.0,1047.0,0.0038204393505253103
378,ATL,2022,Marcus Mariota,776.0,1047.0,0.7411652340019103
379,ATL,2022,MyCole Pruitt,321.0,1047.0,0.30659025787965616
380,ATL,2022,Olamide Zaccheaus,737.0,1047.0,0.7039159503342884
381,ATL,2022,Parker Hesse,646.0,1047.0,0.6170009551098377
382,ATL,2022,Tyler Allgeier,497.0,1047.0,0.47468958930276983
383,ATL,2023,Bijan Robinson,771.0,1079.0,0.7145505097312326
384,ATL,2023,Chris Blair,9.0,1079.0,0.008341056533827619
385,ATL,2023,Cordarrelle Patterson,177.0,1079.0,0.16404077849860982
386,ATL,2023,Damiere Byrd,19.0,1079.0,0.017608897126969416
387,ATL,2023,Desmond Ridder,850.0,1079.0,0.7877664504170528
388,ATL,2023,Drake London,860.0,1079.0,0.7970342910101946
389,ATL,2023,Frank Darby,0.0,1079.0,0.0
390,ATL,2023,Godwin Igwebuike,2.0,1079.0,0.0018535681186283596
391,ATL,2023,John FitzPatrick,18.0,1079.0,0.016682113067655237
392,ATL,2023,Jonnu Smith,653.0,1079.0,0.6051899907321594
