,Unnamed: 0_x,season,player_x,pfr_id_x,tm,age,pos,g,gs,tgt,rec,yds,td,x1d,ybc,ybc_r,yac,yac_r,adot,brk_tkl,rec_br,drop,drop_percent,int,rat,player_position,team_abbr,avg_cushion,avg_separation,avg_intended_air_yards,percent_share_of_intended_air_yards,catch_percentage,avg_expected_yac,avg_yac_above_expectation,player_gsis_id,player_first_name,player_last_name,player_short_name,player_id,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,fantasy_points,fantasy_points_ppr,games,tgt_sh,ay_sh,yac_sh,wopr_y,ry_sh,rtd_sh,rfd_sh,dom,w8dom,yptmpa,ppr_sh,display_name,common_first_name,short_name,football_name,suffix,esb_id,nfl_id,pfr_id_y,pff_id,otc_id,espn_id,smart_id,birth_date,position_group,ngs_position_group,ngs_position,height,weight,headshot,college_name,college_conference,rookie_season,last_season,latest_team,status,ngs_status,ngs_status_short_description,years_of_experience,pff_status,draft_round,draft_pick,draft_team,rookie,Unnamed: 0_y,team,player_y,position_y,offense_snaps,team_snaps,merge_year,AVG,adp_percentile,adp_percentile_pos,POS_group,FantPos,Player_fixed,expected_ppr_pg_prev,expected_ppr_pg_curr_hist,Games_G,Fantasy_PPR,ppg_ppr,per_game_perf_rel_expectations,perf_class
513,4464.0,2022.0,Mark Andrews,AndrMa00,BAL,27.0,TE,15.0,15.0,113.0,73.0,847.0,5.0,48.0,604.0,8.3,243.0,3.3,9.7,1.0,73.0,8.0,0.071,3.0,90.8,TE,BAL,6.008349514563107,3.0741564414915765,9.991238938053096,28.534492563153176,64.60176991150442,3.486966261249161,0.1898830538193321,00-0034753,Mark,Andrews,M.Andrews,00-0034753,1.0,0.0,1105.0,24.13545418582372,1.0,11.516821958422282,4.310140713373472,4.936515361273608,117.5,190.5,15.0,0.2677725118483412,0.32094103979088,0.2093023255813953,0.658411599605216,0.3043478260869565,0.2777777777777778,0.3692307692307692,0.2910628019323671,0.2990338164251208,2.0071090047393363,0.1693604310022937,Mark Andrews,Mark,M.Andrews,Mark,,AND701433,46155.0,AndrMa00,47436.0,6971.0,3116365.0,3200414e-4470-1433-75dd-307507e53173,1995-09-06,TE,WR,SLOT_WR,77.0,250.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wzx3p0hzm3qyqsrfqznb",Oklahoma,Big Twelve Conference,2018.0,2025.0,BAL,ACT,ACT,Active,8.0,A,3.0,86.0,BAL,0.0,594.0,BAL,Mark Andrews,TE,787.0,1085.0,2023.0,30.3,0.95,0.99009900990099,TE,TE,Mark Andrews,14.170945155836549,13.88992014378428,10.0,135.4,19.05,5.16007985621572,over
516,4550.0,2022.0,Mike Gesicki,GesiMi00,MIA,27.0,TE,17.0,1.0,52.0,32.0,362.0,5.0,19.0,265.0,8.3,97.0,3.0,9.4,1.0,32.0,3.0,0.0579999999999999,2.0,98.4,TE,MIA,6.198695652173914,3.0846440075068458,9.789038461538462,9.878649208299128,61.53846153846154,4.164502995293824,-0.7379404952938242,00-0034829,Michael,Gesicki,M.Gesicki,00-0034829,0.0,0.0,490.0,2.9757450984588205,0.0,10.411568958072218,1.546896174558584,1.63867762474129,66.2,98.2,17.0,0.0890410958904109,0.0921052631578947,0.0542202347680268,0.2072458543619322,0.0759706190975865,0.1666666666666666,0.0863636363636363,0.1213186428821266,0.0941098286114025,0.6198630136986302,0.0637786581801649,Mike Gesicki,Mike,M.Gesicki,Mike,,GES490798,46111.0,GesiMi00,47153.0,6927.0,3116164.0,32004745-5349-0798-d83d-d46852aa6fbb,1995-10-03,TE,WR,SLOT_WR,78.0,245.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mfswo0trev4oi2gnb41e",Penn State,Big Ten Conference,2018.0,2025.0,CIN,ACT,ACT,Active,8.0,A,2.0,42.0,MIA,0.0,4050.0,MIA,Mike Gesicki,TE,478.0,991.0,2023.0,217.0,0.5860000000000001,0.7623762376237624,TE,TE,Mike Gesicki,7.80828328966008,5.992339733349969,17.0,65.4,5.776470588235294,-0.2158691451146746,neutral
517,5096.0,2022.0,Mitchell Wilcox,WilcMi01,CIN,26.0,TE,16.0,4.0,18.0,17.0,139.0,1.0,6.0,65.0,3.8,74.0,4.4,4.5,1.0,17.0,0.0,0.0,0.0,117.4,,,,,,,,,,,,,,00-0035771,0.0,0.0,81.0,9.272113411920143,0.0,17.70175438596491,0.4615780819968055,0.32454373517821,19.9,36.9,9.0,0.0535714285714285,0.0342205323193916,0.0633019674935842,0.1077335687126561,0.0535232961108971,0.0454545454545454,0.048,0.0494889207827213,0.0519095459796268,0.4136904761904761,0.040201333507648,Mitchell Wilcox,Mitchell,M.Wilcox,Mitchell,,WIL034935,52673.0,WilcMi01,47234.0,9108.0,3923392.0,32005749-4c03-4935-e05f-c421e1f6a8d9,1996-11-07,TE,TE,TE,76.0,250.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cxh2vsypwniukuheewu0",University of South Florida,American Athletic Conference,2020.0,2024.0,NE,DEV,ACT,Active,4.0,A,,,,0.0,1449.0,CIN,Mitchell Wilcox,TE,498.0,1091.0,2023.0,357.0,0.264,0.2376237623762376,TE,TE,Mitchell Wilcox,,3.46685548055725,17.0,14.6,2.1705882352941175,-1.2962672452631323,neutral
518,3482.0,2022.0,Mo Alie-Cox,AlieMo00,IND,29.0,TE,17.0,11.0,28.0,19.0,189.0,3.0,9.0,90.0,4.7,99.0,5.2,5.4,2.0,9.5,1.0,0.036,0.0,122.5,,,,,,,,,,,,,,00-0033217,1.0,1.0,151.0,-1.585438021593057,0.0,19.182975589225588,0.861664143243773,0.6808051746780924,34.9,53.9,14.0,0.0590717299578059,0.0473502665412354,0.0734421364985163,0.1264878081696972,0.0629790069976674,0.25,0.0604026845637583,0.1564895034988337,0.1003832055981339,0.3987341772151899,0.0552854534638029,Mo Alie-Cox,Mo,M.Alie-Cox,Mo,,ALI177980,44792.0,AlieMo00,12078.0,5618.0,2998565.0,3200414c-4917-7980-6d26-f37d4f9dba6e,1993-09-19,TE,TE,TE,77.0,267.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qss1euhktuj7qje9heoi",Virginia Commonwealth Univ.,NO FOOTBALL,2017.0,2025.0,IND,ACT,ACT,Active,8.0,A,,,,0.0,2962.0,IND,Mo Alie-Cox,TE,586.0,1148.0,2023.0,351.0,0.276,0.2673267326732673,TE,TE,Mo Alie-Cox,3.792016402526446,3.548206361370204,17.0,49.1,3.1705882352941175,-0.37761812607608647,neutral
521,5003.0,2022.0,Noah Fant,FantNo00,SEA,25.0,TE,17.0,16.0,63.0,50.0,486.0,4.0,24.0,265.0,5.3,221.0,4.4,6.4,0.0,,1.0,0.016,0.0,120.0,TE,SEA,7.1111538461538455,3.8978478329015833,6.747619047619047,9.636331076317656,79.36507936507937,4.560927262289055,0.1090727377109459,00-0035644,Noah,Fant,N.Fant,00-0035644,0.0,0.0,406.0,19.09036410652693,0.0,38.1537314835702,1.98585895404374,1.976150437114228,72.60000000000001,122.6,17.0,0.1099476439790576,0.0940032414910859,0.1241573033707865,0.2401240591614551,0.1134983652498832,0.1333333333333333,0.116504854368932,0.1234158492916082,0.1174653588665732,0.8481675392670157,0.079678685626641,Noah Fant,Noah,N.Fant,Noah,,FAN405165,47803.0,FantNo00,42388.0,7811.0,4036131.0,32004641-4e40-5165-5070-db7e36dbc0d7,1997-11-20,TE,WR,TE,76.0,249.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w1gqasldrg3jumzdqjvy",Iowa,Big Ten Conference,2019.0,2025.0,CIN,ACT,ACT,Active,7.0,A,1.0,20.0,DEN,0.0,5953.0,SEA,Noah Fant,TE,660.0,1093.0,2023.0,231.5,0.542,0.7029702970297029,TE,TE,Noah Fant,8.106149466179494,5.547546700468763,17.0,73.4,7.211764705882352,1.6642180054135896,neutral
522,5562.0,2022.0,Noah Gray,GrayNo00,KC,23.0,TE,17.0,8.0,34.0,28.0,299.0,1.0,14.0,117.0,4.2,182.0,6.5,5.0,2.0,14.0,1.0,0.0289999999999999,0.0,113.1,,,,,,,,,,,,,,00-0036637,0.0,0.0,170.0,12.984352169005431,0.0,37.92277167277168,0.9398099818819452,0.5835243625927611,42.0,70.0,17.0,0.0522273425499231,0.0360780984719864,0.0643109540636042,0.1072034926024739,0.0569523809523809,0.024390243902439,0.0514705882352941,0.0406713124274099,0.0504399535423925,0.4592933947772657,0.0376546530392684,Noah Gray,Noah,N.Gray,Noah,,GRA757316,53591.0,GrayNo00,60878.0,9626.0,4240472.0,32004752-4175-7316-bcb6-64b110cf2e59,1999-04-30,TE,TE,TE,75.0,240.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yugngcrdfxh0nwzl4zwp",Duke,Atlantic Coast Conference,2021.0,2025.0,KC,ACT,ACT,Active,5.0,A,5.0,162.0,KC,0.0,3390.0,KC,Noah Gray,TE,597.0,1131.0,2023.0,268.0,0.4519999999999999,0.594059405940594,TE,TE,Noah Gray,,4.644301286587192,17.0,70.6,4.117647058823529,-0.5266542277636628,neutral
523,5646.0,2022.0,Pat Freiermuth,FreiPa00,PIT,24.0,TE,16.0,8.0,98.0,63.0,732.0,2.0,37.0,441.0,7.0,291.0,4.6,8.3,6.0,10.5,4.0,0.0409999999999999,4.0,76.6,TE,PIT,6.291562499999999,2.684244131603952,8.00204081632653,16.970609812310506,64.28571428571429,3.4011108800834062,1.2631748342023077,00-0036894,Pat,Freiermuth,P.Freiermuth,00-0036894,0.0,0.0,821.0,8.890447876504298,0.0,13.623848108151424,3.025005644757592,3.041848504436281,85.2,148.2,15.0,0.1888246628131021,0.1880009159606137,0.2190179267342167,0.4336377269881442,0.2237847752980739,0.2,0.2189349112426035,0.211892387649037,0.2190278202384592,1.4104046242774566,0.1317403594858392,Pat Freiermuth,Pat,P.Freiermuth,Pat,,FRE439769,53484.0,FreiPa00,84085.0,9519.0,4361411.0,32004652-4543-9769-d771-bdf1de25cd8b,1998-10-25,TE,WR,SLOT_WR,77.0,258.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vmwioi77upc9hqwaskfa",Penn State,Big Ten Conference,2021.0,2025.0,PIT,ACT,ACT,Active,5.0,A,2.0,55.0,PIT,0.0,5680.0,PIT,Pat Freiermuth,TE,743.0,1147.0,2023.0,95.3,0.832,0.9108910891089108,TE,TE,Pat Freiermuth,8.744437642474159,9.861307312555276,12.0,76.8,12.35,2.4886926874447237,over
525,5533.0,2022.0,Quintin Morris,MorrQu00,BUF,23.0,TE,14.0,1.0,11.0,8.0,84.0,1.0,6.0,51.0,6.4,33.0,4.1,7.5,0.0,,0.0,0.0,0.0,124.8,,,,,,,,,,,,,,00-0036590,1.0,1.0,77.0,-0.1558389728277247,0.0,7.877450980392156,0.2809862136487523,0.2012123588505221,12.400000000000002,20.4,6.0,0.0428015564202334,0.0340557275541795,0.0504648074369189,0.0914469166736938,0.0437727983324648,0.0588235294117647,0.0631578947368421,0.0512981638721147,0.0467829445483248,0.3268482490272373,0.0299929428369795,Quintin Morris,Quintin,Q.Morris,Quintin,,MOR489431,53855.0,MorrQu00,61182.0,9733.0,4244049.0,32004d4f-5248-9431-3daa-d300b23a42bc,1999-01-21,TE,TE,TE,74.0,243.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lvmccekmoj82dzw00xcl",Bowling Green,Mid-American Conference,2021.0,2025.0,JAX,DEV,DEV,PS; Vet,4.0,A,,,,0.0,821.0,BUF,Quintin Morris,TE,281.0,1062.0,2023.0,439.0,0.1099999999999999,0.1089108910891089,TE,TE,Quintin Morris,,3.1466586660162106,15.0,10.6,1.3599999999999999,-1.7866586660162107,neutral
527,3827.0,2022.0,Robert Tonyan,TonyRo00,GB,28.0,TE,17.0,3.0,67.0,53.0,470.0,2.0,20.0,242.0,4.6,228.0,4.3,5.8,2.0,26.5,1.0,0.015,2.0,93.4,TE,GB,6.54962962962963,4.390483411144725,6.053731343283582,9.401663834886756,79.1044776119403,5.6669186943808425,-0.9306922792865028,00-0033757,Robert,Tonyan,R.Tonyan,00-0033757,0.0,0.0,390.0,3.861894263664949,0.0,17.744087221238008,2.035336817354806,1.4250793873910612,59.0,112.0,17.0,0.1190053285968028,0.0870924519874944,0.1144278606965174,0.2481819544851998,0.1208226221079691,0.074074074074074,0.1021505376344086,0.0974483480910216,0.1114729125011901,0.8348134991119005,0.0779998607145344,Robert Tonyan,Robert,R.Tonyan,Robert,,TON816385,45635.0,TonyRo00,12193.0,6223.0,2975674.0,3200544f-4e81-6385-721e-9beac148ba1c,1994-04-30,TE,TE,TE,77.0,240.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m8h8rzmxq4sjywitqnyb",Indiana State,Missouri Valley Football Conference,2017.0,2025.0,KC,ACT,ACT,Active,7.0,A,,,,0.0,2522.0,GB,Robert Tonyan,TE,591.0,1080.0,2023.0,280.0,0.422,0.5346534653465347,TE,TE,Robert Tonyan,8.088950981016817,4.522418907920391,17.0,22.2,6.588235294117647,2.0658163861972554,over
532,3589.0,2022.0,Taysom Hill,HillTa00,NO,32.0,TE,16.0,8.0,13.0,9.0,77.0,2.0,5.0,40.0,4.4,37.0,4.1,5.8,0.0,,1.0,0.077,0.0,124.0,,,,,,,,,,,,,,00-0033357,0.0,0.0,75.0,2.5954024618511946,0.0,5.158585858585859,0.449694904531861,0.3725946515483025,136.8,145.8,16.0,0.0276008492569002,0.018463810930576,0.0239637305699481,0.0561723226298111,0.0212942477876106,0.0869565217391304,0.029940119760479,0.0541253847633705,0.0344267025779145,0.1634819532908704,0.1145290014453591,Taysom Hill,Taysom,T.Hill,Taysom,,HIL609597,45244.0,HillTa00,12112.0,6047.0,2468609.0,32004849-4c60-9597-c5a9-4369b9c7cd1e,1990-08-23,TE,,,74.0,221.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/q8itjlocg5do60qat4l3",BYU,Independent,2017.0,2025.0,NO,PUP,RES,R/PUP,9.0,A,,,,0.0,4703.0,NO,Taysom Hill,TE,292.0,934.0,2023.0,207.8,0.616,0.7821782178217822,TE,TE,Taysom Hill,5.1325083114867605,6.251374660737252,16.0,143.5,9.1125,2.861125339262749,over
534,4775.0,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0035229,1.0,1.0,981.0,3.3726695790851213,2.0,19.41275074444741,3.425389811720255,3.1387237849596232,129.4,215.4,17.0,0.1966463414634146,0.180862831858407,0.1845397676496872,0.4396597776818476,0.1843485276321097,0.1935483870967742,0.1841004184100418,0.1889484573644419,0.1861884995250426,1.3932926829268293,0.1278474851912963,T.J. Hockenson,T.J.,T.Hockenson,T.J.,,HOC422041,47791.0,HockTJ00,40912.0,7799.0,4036133.0,3200484f-4342-2041-c442-6c874885b155,1997-07-03,TE,TE,TE,77.0,248.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rs8o65x0u0n9xzde0fd6",Iowa,Big Ten Conference,2019.0,2025.0,MIN,ACT,ACT,Active,7.0,A,1.0,8.0,DET,0.0,2312.0,DET,T.J. Hockenson,TE,398.0,1133.0,2023.0,45.3,0.922,0.9801980198019802,TE,TE,T.J. Hockenson,11.137297044060194,12.79572113084053,15.0,219.0,14.360000000000001,1.5642788691594713,neutral
535,4775.0,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0035229,1.0,1.0,981.0,3.3726695790851213,2.0,19.41275074444741,3.425389811720255,3.1387237849596232,129.4,215.4,17.0,0.1966463414634146,0.180862831858407,0.1845397676496872,0.4396597776818476,0.1843485276321097,0.1935483870967742,0.1841004184100418,0.1889484573644419,0.1861884995250426,1.3932926829268293,0.1278474851912963,T.J. Hockenson,T.J.,T.Hockenson,T.J.,,HOC422041,47791.0,HockTJ00,40912.0,7799.0,4036133.0,3200484f-4342-2041-c442-6c874885b155,1997-07-03,TE,TE,TE,77.0,248.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rs8o65x0u0n9xzde0fd6",Iowa,Big Ten Conference,2019.0,2025.0,MIN,ACT,ACT,Active,7.0,A,1.0,8.0,DET,0.0,4259.0,MIN,T.J. Hockenson,TE,589.0,1132.0,2023.0,45.3,0.922,0.9801980198019802,TE,TE,T.J. Hockenson,11.137297044060194,12.79572113084053,15.0,219.0,14.360000000000001,1.5642788691594713,neutral
536,5745.0,2022.0,Tommy Tremble,TremTo00,CAR,22.0,TE,17.0,4.0,32.0,19.0,174.0,3.0,9.0,112.0,5.9,62.0,3.3,7.7,0.0,,1.0,0.031,1.0,92.4,,,,,,,,,,,,,,00-0037005,0.0,0.0,245.0,-1.674892554303648,0.0,11.999000244775573,1.2848215392195717,1.131680456376036,35.4,54.400000000000006,14.0,0.0855614973262032,0.0841635176915149,0.0424948594928032,0.1956730601425167,0.0624551328068916,0.2,0.0756302521008403,0.1312275664034458,0.0899641062455132,0.46524064171123,0.0530969996291018,Tommy Tremble,Tommy,T.Tremble,Tommy,,TRE718453,53512.0,TremTo00,84025.0,9547.0,4372780.0,32005452-4571-8453-70e3-0b6033f56aec,2000-06-02,TE,TE,TE,76.0,250.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/j0atbeflgj05pldxfon6",Notre Dame,Independent,2021.0,2025.0,CAR,ACT,ACT,Active,5.0,A,3.0,83.0,CAR,0.0,1037.0,CAR,Tommy Tremble,TE,510.0,1010.0,2023.0,476.0,0.044,0.0495049504950495,TE,TE,Tommy Tremble,,2.993094379737593,16.0,60.4,3.4000000000000004,0.4069056202624073,neutral
539,4804.0,2022.0,Trevon Wesco,WescTr00,CHI,27.0,TE,14.0,1.0,4.0,2.0,26.0,0.0,1.0,14.0,7.0,12.0,6.0,5.8,0.0,,1.0,0.25,0.0,70.8,,,,,,,,,,,,,,00-0035259,0.0,0.0,23.0,-0.3263465259806253,1.0,4.533333333333333,0.1972222222222222,0.1219824317492416,4.6000000000000005,6.6000000000000005,4.0,0.0421052631578947,0.0282555282555282,0.0387096774193548,0.0857623173412647,0.0404354587869362,0.0,0.0384615384615384,0.0202177293934681,0.0323483670295489,0.2736842105263158,0.0222506911199514,Trevon Wesco,Trevon,T.Wesco,Trevon,,WES028199,47904.0,WescTr00,42018.0,7912.0,4039253.0,32005745-5302-8199-29be-c7f9603e3f55,1995-09-12,TE,TE,TE,75.0,267.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ptq3iidy6uyg3f31gjl5",West Virginia; Lackawanna JC,Big Twelve Conference,2019.0,2024.0,LV,CUT,CUT,PS; Vet,6.0,A,4.0,121.0,NYJ,0.0,1258.0,CHI,Trevon Wesco,TE,181.0,1025.0,2023.0,479.0,0.038,0.0297029702970297,TE,TE,Trevon Wesco,,2.9818754754815857,15.0,3.1,0.44000000000000006,-2.5418754754815858,under
542,4172.0,2022.0,Tyler Conklin,ConkTy00,NYJ,27.0,TE,17.0,16.0,87.0,58.0,552.0,3.0,25.0,259.0,4.5,293.0,5.1,6.8,2.0,29.0,4.0,0.046,2.0,86.0,TE,NYJ,4.808593749999999,4.201508777039625,7.280574712643678,12.8143346726064,66.66666666666666,4.742900177715548,0.3181343050430731,00-0034270,Tyler,Conklin,T.Conklin,00-0034270,2.0,0.0,617.0,2.41530211715486,0.0,22.86838427451236,2.470601775671396,2.4572693842035624,73.5,131.5,17.0,0.138755980861244,0.1192731490431084,0.1546840958605664,0.3035524905263528,0.1366336633663366,0.2,0.1308900523560209,0.1683168316831683,0.1493069306930693,0.8803827751196173,0.1027745212973818,Tyler Conklin,Tyler,T.Conklin,Tyler,,CON185250,46226.0,ConkTy00,47124.0,7042.0,3915486.0,3200434f-4e18-5250-1988-fe7b6c249df3,1995-07-30,TE,TE,TE,75.0,248.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/knjuzxnzsfjxwcjxp5en",Central Michigan; Northwood,Mid-American Conference,2018.0,2025.0,LAC,ACT,ACT,Active,8.0,A,5.0,157.0,MIN,0.0,5165.0,NYJ,Tyler Conklin,TE,861.0,1110.0,2023.0,222.3,0.5700000000000001,0.7227722772277227,TE,TE,Tyler Conklin,3.838677441431561,5.832068175725606,17.0,123.1,7.735294117647059,1.9032259419214528,neutral
543,3432.0,2022.0,Tyler Higbee,HigbTy00,LA,29.0,TE,17.0,17.0,108.0,72.0,620.0,3.0,32.0,216.0,3.0,404.0,5.6,3.0,3.0,24.0,7.0,0.065,3.0,79.2,TE,LAR,5.708915662650603,3.514613862958541,3.0906481481481483,9.259957943328915,66.66666666666666,5.507605990575068,0.2075328983138211,00-0033110,Tyler,Higbee,T.Higbee,00-0033110,0.0,0.0,327.0,4.885178858540428,0.0,25.466033636170938,3.463168950701579,1.5074422908762442,80.0,152.0,16.0,0.2130177514792899,0.0916223031661529,0.230593607305936,0.3928244697518573,0.1823529411764705,0.2,0.1849710982658959,0.1911764705882352,0.1858823529411764,1.222879684418146,0.1308652604390874,Tyler Higbee,Tyler,T.Higbee,Tyler,,HIG033222,43399.0,HigbTy00,10744.0,4823.0,2573401.0,32004849-4703-3222-e4e8-bd596550bfdb,1993-01-01,TE,TE,TE,78.0,255.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/x1d4osiefibd04df6gow",Western Kentucky,Conference USA,2016.0,2025.0,LA,ACT,ACT,Active,10.0,A,4.0,110.0,LA,0.0,3573.0,LA,Tyler Higbee,TE,888.0,1012.0,2023.0,136.3,0.764,0.8712871287128713,TE,TE,Tyler Higbee,7.823128438305414,8.906090111284708,15.0,108.5,10.133333333333333,1.2272432220486245,neutral
545,4120.0,2022.0,Will Dissly,DissWi00,SEA,26.0,TE,15.0,15.0,38.0,34.0,349.0,3.0,20.0,165.0,4.9,184.0,5.4,5.4,2.0,17.0,2.0,0.053,0.0,131.2,,,,,,,,,,,,,,00-0034159,0.0,0.0,206.0,26.388054174371064,0.0,43.3415875131497,1.2114567406785546,0.7764057008436536,52.900000000000006,86.9,15.0,0.074074074074074,0.0545406407201482,0.1135802469135802,0.1547436236872297,0.0898095728255275,0.1111111111111111,0.1075268817204301,0.1004603419683193,0.0940698804826442,0.6803118908382066,0.062937265524284,Will Dissly,Will,W.Dissly,Will,,DIS743152,46189.0,DissWi00,30762.0,7005.0,3127292.0,32004449-5374-3152-f4a5-5fed1351e162,1996-07-08,TE,TE,TE,76.0,265.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/b2s1wwxsgkenwlxmncu3",Washington,Pacific Twelve Conference,2018.0,2025.0,LAC,ACT,ACT,Active,8.0,A,4.0,120.0,SEA,0.0,5960.0,SEA,Will Dissly,TE,569.0,1093.0,2023.0,280.0,0.422,0.5346534653465347,TE,TE,Will Dissly,,4.522418907920391,16.0,40.2,5.43125,0.908831092079609,neutral
546,1524.0,2022.0,Zach Ertz,ErtzZa00,ARI,32.0,TE,10.0,10.0,69.0,47.0,406.0,4.0,24.0,276.0,5.9,130.0,2.8,7.9,2.0,23.5,3.0,0.043,1.0,96.6,TE,ARI,5.139122807017543,3.0299166982669146,7.75536231884058,12.303362778143097,68.11594202898551,3.336267162217021,-0.3709480132808513,00-0030061,Zachary,Ertz,Z.Ertz,00-0030061,0.0,0.0,548.0,6.274928354410032,2.0,9.016132912097984,1.7866616809780478,2.14949302644424,68.6,115.6,10.0,0.1720698254364089,0.2110127069695802,0.1037509976057462,0.4269149037302776,0.1679073614557485,0.3076923076923077,0.1983471074380165,0.2377998345740281,0.1958643507030603,1.0124688279301746,0.1279298820300569,Zach Ertz,Zach,Z.Ertz,Zach,,ERT800920,39983.0,ErtzZa00,7816.0,112.0,15835.0,32004552-5480-0920-32a6-165b5a77814e,1990-11-10,TE,WR,SLOT_WR,77.0,250.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xktmmeumuoglbuam75iz",Stanford,Pacific Twelve Conference,2013.0,2025.0,WAS,ACT,ACT,Active,13.0,A,2.0,35.0,PHI,0.0,181.0,ARI,Zach Ertz,TE,575.0,1179.0,2023.0,198.8,0.638,0.801980198019802,TE,TE,Zach Ertz,10.420615437432271,6.517888068343946,7.0,51.7,16.514285714285712,9.996397645941766,over
548,5442.0,2023.0,Adam Trautman,TrauAd00,DEN,26.0,TE,17.0,12.0,35.0,22.0,204.0,3.0,10.0,106.0,4.8,98.0,4.5,6.5,2.0,11.0,0.0,0.0,1.0,95.4,,,,,,,,,,,,,,00-0036422,0.0,0.0,226.0,-1.0960956305936742,0.0,13.192445961679708,1.229387733913596,1.4363607185850884,38.4,60.400000000000006,16.0,0.0708502024291498,0.0623104494072236,0.0490736104156234,0.1561236631695035,0.0590961761297798,0.12,0.0680272108843537,0.0895480880648899,0.0712769409038238,0.4129554655870445,0.0482435821658493,Adam Trautman,Adam,A.Trautman,Adam,,TRA447732,52513.0,TrauAd00,109795.0,8845.0,3911853.0,32005452-4144-7732-6999-8ca51b1f74be,1997-02-05,TE,TE,TE,77.0,253.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ck9dspk0ykijetdshyn4",Dayton,Pioneer Football League,2020.0,2025.0,DEN,ACT,ACT,Active,6.0,A,3.0,105.0,NO,0.0,2102.0,DEN,Adam Trautman,TE,755.0,1068.0,2024.0,381.0,0.5460122699386503,0.656441717791411,TE,TE,Adam Trautman,2.321637932874056,2.9364082150678,17.0,43.8,3.5529411764705885,0.6165329614027883,neutral
554,3011.0,2023.0,Austin Hooper,HoopAu00,LV,29.0,TE,17.0,9.0,31.0,25.0,234.0,0.0,12.0,92.0,3.7,142.0,5.7,4.2,2.0,12.5,1.0,0.032,0.0,98.1,,,,,,,,,,,,,,00-0032392,0.0,0.0,130.0,11.359619393071624,0.0,37.45540935672515,1.0938881179027755,0.5983640587183404,23.4,48.400000000000006,16.0,0.0604288499025341,0.0339869281045751,0.0931758530183727,0.1178328173374612,0.0700179533213644,0.0,0.0705882352941176,0.0350089766606822,0.0560143626570915,0.4561403508771929,0.0423565652676164,Austin Hooper,Austin,A.Hooper,Austin,,HOO570770,43370.0,HoopAu00,10715.0,4794.0,3043275.0,3200484f-4f57-0770-bd7c-1cf59d6025ab,1994-10-29,TE,TE,TE,76.0,254.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gfvav2gybtr174ckovpk",Stanford,Pacific Twelve Conference,2016.0,2025.0,NE,ACT,ACT,Active,10.0,A,3.0,81.0,ATL,0.0,3837.0,LV,Austin Hooper,TE,557.0,1031.0,2024.0,389.5,0.5325153374233129,0.6380368098159509,TE,TE,Austin Hooper,,2.8990051646098194,17.0,108.6,2.8470588235294123,-0.05194634108040708,neutral
